lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase
L00137,CHUCK_01,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L02101,CHUCK_02,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00885,CHUCK_04,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00249,CHUCK_02,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L01754,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L01187,CHUCK_03,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L02620,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00993,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00652,CHUCK_06,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente
L02425,CHUCK_05,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L01378,CHUCK_05,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00047,CHUCK_04,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente
L02777,CHUCK_08,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L01657,CHUCK_06,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L02037,CHUCK_02,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00804,CHUCK_09,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L02214,CHUCK_02,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L01733,CHUCK_04,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L02828,CHUCK_10,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L01344,CHUCK_08,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00511,CHUCK_10,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L01781,CHUCK_10,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00581,CHUCK_08,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00024,CHUCK_09,retomo la conversacion para ayudarte con la decision.,seguimiento,1,tibio
L02379,CHUCK_10,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L01469,CHUCK_08,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L01483,CHUCK_04,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L02456,CHUCK_09,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00819,CHUCK_07,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente
L00750,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00971,CHUCK_06,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00506,CHUCK_07,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,1,frio
L01259,CHUCK_05,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio
L02506,CHUCK_02,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00234,CHUCK_01,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00705,CHUCK_04,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L00155,CHUCK_05,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L02104,CHUCK_04,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00538,CHUCK_10,retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio
L02911,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L02078,CHUCK_04,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00391,CHUCK_09,te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio
L02002,CHUCK_01,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L01122,CHUCK_03,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L02330,CHUCK_01,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00302,CHUCK_08,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00631,CHUCK_10,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L01703,CHUCK_05,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L02893,CHUCK_09,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L01763,CHUCK_04,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L01809,CHUCK_02,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L01900,CHUCK_01,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L01769,CHUCK_05,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00111,CHUCK_05,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L02694,CHUCK_02,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio
L00943,CHUCK_07,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00957,CHUCK_01,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L02455,CHUCK_03,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L02185,CHUCK_09,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00136,CHUCK_05,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L01116,CHUCK_05,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L02585,CHUCK_06,"es normal tener esa inquietud, revisemos alternativas.",objecion,1,tibio
L00148,CHUCK_03,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L03000,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio
L01904,CHUCK_04,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L02167,CHUCK_07,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00456,CHUCK_01,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio
L00120,CHUCK_05,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L02826,CHUCK_04,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L01217,CHUCK_02,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L02278,CHUCK_04,te escribo para dar seguimiento a tu interes.,seguimiento,1,tibio
L01474,CHUCK_08,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L01198,CHUCK_05,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00576,CHUCK_08,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L00227,CHUCK_10,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L00463,CHUCK_02,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente
L02746,CHUCK_10,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L01977,CHUCK_08,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L02198,CHUCK_06,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,1,frio
L00241,CHUCK_05,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L02856,CHUCK_08,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L02414,CHUCK_10,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L02742,CHUCK_06,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio
L02069,CHUCK_10,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L01871,CHUCK_06,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L02441,CHUCK_04,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,tibio
L01503,CHUCK_03,retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio
L02805,CHUCK_06,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00430,CHUCK_07,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L02317,CHUCK_05,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L02024,CHUCK_09,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L01076,CHUCK_02,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L01323,CHUCK_09,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente
L02816,CHUCK_05,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio
L01442,CHUCK_02,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00205,CHUCK_03,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00855,CHUCK_10,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L02563,CHUCK_06,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00045,CHUCK_04,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L01792,CHUCK_01,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente
L02488,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L02270,CHUCK_08,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L02899,CHUCK_10,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L01476,CHUCK_07,"si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio
L00893,CHUCK_06,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L00777,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L02464,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L01767,CHUCK_09,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00805,CHUCK_10,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente
L01197,CHUCK_04,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L02913,CHUCK_02,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00834,CHUCK_04,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00307,CHUCK_06,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L02809,CHUCK_02,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L01856,CHUCK_07,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00561,CHUCK_02,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L01706,CHUCK_07,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00870,CHUCK_05,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,1,frio
L01494,CHUCK_10,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00784,CHUCK_10,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00587,CHUCK_03,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L00140,CHUCK_03,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00815,CHUCK_03,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L02928,CHUCK_09,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L01744,CHUCK_08,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00044,CHUCK_01,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L02702,CHUCK_08,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L01271,CHUCK_05,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L01225,CHUCK_03,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L01285,CHUCK_05,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L02994,CHUCK_09,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L02236,CHUCK_03,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L02355,CHUCK_08,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L01065,CHUCK_02,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L01247,CHUCK_09,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente
L00775,CHUCK_03,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L01191,CHUCK_05,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L01334,CHUCK_04,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L02998,CHUCK_08,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L01262,CHUCK_01,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00928,CHUCK_03,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L01269,CHUCK_03,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L01628,CHUCK_02,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L01183,CHUCK_08,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L02577,CHUCK_02,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L02755,CHUCK_02,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L01668,CHUCK_01,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L02354,CHUCK_04,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L02440,CHUCK_06,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L02027,CHUCK_08,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L01418,CHUCK_05,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L01610,CHUCK_05,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00121,CHUCK_06,retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio
L02602,CHUCK_07,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00471,CHUCK_10,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00491,CHUCK_06,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L01268,CHUCK_06,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00560,CHUCK_02,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio
L00310,CHUCK_03,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00447,CHUCK_10,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00316,CHUCK_10,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L01627,CHUCK_04,te explico las caracteristicas principales del producto.,consulta_producto,1,frio
L00647,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L01216,CHUCK_03,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L01646,CHUCK_07,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente
L02120,CHUCK_10,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L02952,CHUCK_10,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00546,CHUCK_09,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio
L02462,CHUCK_03,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00567,CHUCK_08,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00066,CHUCK_03,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L02692,CHUCK_01,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00596,CHUCK_02,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00042,CHUCK_09,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L01072,CHUCK_03,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00016,CHUCK_03,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L00633,CHUCK_07,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L02059,CHUCK_07,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L01513,CHUCK_01,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L01121,CHUCK_10,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L01728,CHUCK_01,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L00244,CHUCK_07,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00154,CHUCK_01,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00445,CHUCK_05,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,1,frio
L01450,CHUCK_01,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L02769,CHUCK_07,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L02068,CHUCK_03,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L01555,CHUCK_05,este producto incluye soporte y configuracion inicial.,consulta_producto,1,frio
L01294,CHUCK_08,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L01447,CHUCK_03,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L02915,CHUCK_10,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L01528,CHUCK_10,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L01927,CHUCK_10,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00603,CHUCK_04,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L01368,CHUCK_05,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,1,frio
L00823,CHUCK_09,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00734,CHUCK_06,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00277,CHUCK_06,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,1,frio
L02774,CHUCK_05,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L02685,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L02171,CHUCK_09,este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio
L00264,CHUCK_03,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00500,CHUCK_07,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00945,CHUCK_08,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L02258,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L02444,CHUCK_09,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L01844,CHUCK_08,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L02015,CHUCK_08,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L01086,CHUCK_05,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L02995,CHUCK_03,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L01716,CHUCK_06,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00472,CHUCK_03,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00526,CHUCK_06,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L02484,CHUCK_09,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L02418,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L01718,CHUCK_10,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L01534,CHUCK_06,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente
L00711,CHUCK_03,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L01266,CHUCK_06,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L01651,CHUCK_08,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L02086,CHUCK_09,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente
L02786,CHUCK_02,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L02489,CHUCK_06,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L02340,CHUCK_08,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L02771,CHUCK_01,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L01521,CHUCK_05,te escribo para dar seguimiento a tu interes.,seguimiento,1,frio
L01340,CHUCK_08,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L02682,CHUCK_07,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00196,CHUCK_07,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L02153,CHUCK_06,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,caliente
L01987,CHUCK_07,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L02618,CHUCK_07,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00356,CHUCK_10,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L01895,CHUCK_02,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L02634,CHUCK_03,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00105,CHUCK_03,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L01613,CHUCK_09,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L01780,CHUCK_10,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L02487,CHUCK_08,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L02740,CHUCK_05,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L01380,CHUCK_10,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L02111,CHUCK_10,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L02654,CHUCK_06,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00325,CHUCK_10,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio
L02195,CHUCK_07,quedo atento para continuar cuando te venga bien.,seguimiento,1,tibio
L00699,CHUCK_07,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00961,CHUCK_08,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L02256,CHUCK_07,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L00830,CHUCK_09,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00522,CHUCK_01,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente
L00646,CHUCK_04,te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio
L02930,CHUCK_04,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L02384,CHUCK_07,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L00698,CHUCK_08,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio
L02324,CHUCK_06,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00184,CHUCK_08,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L02255,CHUCK_04,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio
L00941,CHUCK_04,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00049,CHUCK_02,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L02739,CHUCK_04,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L01178,CHUCK_08,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L01964,CHUCK_02,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio
L01867,CHUCK_01,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L01470,CHUCK_09,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L01774,CHUCK_04,quedo atento para continuar cuando te venga bien.,seguimiento,1,frio
L00521,CHUCK_01,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L02193,CHUCK_08,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L01338,CHUCK_01,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L01495,CHUCK_05,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L01734,CHUCK_07,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L02296,CHUCK_02,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L02259,CHUCK_10,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L02189,CHUCK_09,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L01303,CHUCK_07,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L02587,CHUCK_03,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L02210,CHUCK_06,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L02669,CHUCK_03,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00786,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L01729,CHUCK_05,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L02404,CHUCK_02,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00939,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio
L01956,CHUCK_07,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio
L02580,CHUCK_04,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00575,CHUCK_04,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00591,CHUCK_01,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L02902,CHUCK_07,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L01292,CHUCK_10,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00018,CHUCK_02,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L02430,CHUCK_10,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L01502,CHUCK_04,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L01969,CHUCK_02,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L02039,CHUCK_02,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L01822,CHUCK_10,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio
L02241,CHUCK_05,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L02538,CHUCK_10,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L00274,CHUCK_05,"hola, un gusto saludarte. en que te asesoro?",saludo,1,frio
L00970,CHUCK_07,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente
L00062,CHUCK_04,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio
L00131,CHUCK_03,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L02501,CHUCK_10,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L02249,CHUCK_05,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L02697,CHUCK_08,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L01367,CHUCK_03,podemos resolver esa objecion con una opcion mas flexible.,objecion,1,tibio
L00739,CHUCK_06,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L02581,CHUCK_09,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
