lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase,lead_clase_id
L00579,CHUCK_04,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00580,CHUCK_07,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00581,CHUCK_08,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00582,CHUCK_01,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L00583,CHUCK_05,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00584,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L00585,CHUCK_02,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00586,CHUCK_01,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00587,CHUCK_03,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente,2
L00588,CHUCK_06,Te explico las caracteristicas principales del producto.,consulta_producto,1,tibio,1
L00589,CHUCK_08,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L00590,CHUCK_09,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio,1
L00591,CHUCK_01,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00592,CHUCK_04,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00593,CHUCK_03,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L00594,CHUCK_04,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00595,CHUCK_07,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00596,CHUCK_02,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L00597,CHUCK_08,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio,1
L00598,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio,1
L00599,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00600,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio,1
L00601,CHUCK_08,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L00602,CHUCK_05,Podemos resolver esa objecion con una opcion mas flexible.,objecion,1,tibio,1
L00603,CHUCK_04,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00604,CHUCK_07,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L00605,CHUCK_05,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00606,CHUCK_04,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00607,CHUCK_01,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L00608,CHUCK_06,Este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio,1
L00609,CHUCK_01,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00610,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00611,CHUCK_09,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00612,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio,1
L00613,CHUCK_04,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00614,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00615,CHUCK_10,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L00616,CHUCK_05,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L00617,CHUCK_03,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00618,CHUCK_01,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00619,CHUCK_08,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00620,CHUCK_07,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00621,CHUCK_07,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00622,CHUCK_07,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L00623,CHUCK_06,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L00624,CHUCK_08,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00625,CHUCK_06,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L00626,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00627,CHUCK_04,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L00628,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio,1
L00629,CHUCK_07,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L00630,CHUCK_09,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00631,CHUCK_10,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00632,CHUCK_02,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00633,CHUCK_07,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00634,CHUCK_04,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente,2
L00635,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00636,CHUCK_01,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00637,CHUCK_10,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00638,CHUCK_06,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00639,CHUCK_02,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L00640,CHUCK_04,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00641,CHUCK_09,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00642,CHUCK_05,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00643,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00644,CHUCK_10,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00645,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00646,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio,1
L00647,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00648,CHUCK_04,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00649,CHUCK_02,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00650,CHUCK_01,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00651,CHUCK_02,Te ayudo con soporte tecnico paso a paso.,soporte,1,frio,0
L00652,CHUCK_06,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L00653,CHUCK_09,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00654,CHUCK_03,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00655,CHUCK_05,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00656,CHUCK_06,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00657,CHUCK_03,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00658,CHUCK_03,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L00659,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00660,CHUCK_03,Te escribo para dar seguimiento a tu interes.,seguimiento,1,tibio,1
L00661,CHUCK_04,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L00662,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00663,CHUCK_10,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00664,CHUCK_04,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00665,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L00666,CHUCK_07,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L00667,CHUCK_03,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00668,CHUCK_08,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L00669,CHUCK_04,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00670,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00671,CHUCK_08,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00672,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00673,CHUCK_05,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00674,CHUCK_08,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00675,CHUCK_03,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L00676,CHUCK_02,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00677,CHUCK_07,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio,1
L00678,CHUCK_08,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00679,CHUCK_03,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00680,CHUCK_08,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,1,frio,0
L00681,CHUCK_06,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L00682,CHUCK_07,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00683,CHUCK_03,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00684,CHUCK_01,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L00685,CHUCK_08,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L00686,CHUCK_07,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00687,CHUCK_10,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00688,CHUCK_07,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00689,CHUCK_07,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00690,CHUCK_07,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00691,CHUCK_02,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L00692,CHUCK_08,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00693,CHUCK_03,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L00694,CHUCK_03,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L00695,CHUCK_05,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00696,CHUCK_01,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L00697,CHUCK_06,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L00698,CHUCK_08,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio,1
L00699,CHUCK_07,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00700,CHUCK_09,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00701,CHUCK_10,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,caliente,2
L00702,CHUCK_08,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L00703,CHUCK_08,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00704,CHUCK_05,Te escribo para dar seguimiento a tu interes.,seguimiento,1,tibio,1
L00705,CHUCK_04,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00706,CHUCK_10,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00707,CHUCK_04,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00708,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00709,CHUCK_08,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L00710,CHUCK_02,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00711,CHUCK_03,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L00712,CHUCK_05,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00713,CHUCK_07,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L00714,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00715,CHUCK_08,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00716,CHUCK_02,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00717,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00718,CHUCK_04,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00719,CHUCK_09,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00720,CHUCK_03,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,1,tibio,1
L00721,CHUCK_02,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00722,CHUCK_07,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00723,CHUCK_10,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00724,CHUCK_08,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,frio,0
L00725,CHUCK_08,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L00726,CHUCK_09,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L00727,CHUCK_10,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00728,CHUCK_04,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00729,CHUCK_09,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00730,CHUCK_03,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente,2
L00731,CHUCK_02,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00732,CHUCK_04,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00733,CHUCK_06,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00734,CHUCK_06,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00735,CHUCK_03,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio,1
L00736,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00737,CHUCK_09,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L00738,CHUCK_09,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,1,frio,0
L00739,CHUCK_06,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00740,CHUCK_09,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00741,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00742,CHUCK_02,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00743,CHUCK_07,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L00744,CHUCK_01,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00745,CHUCK_08,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00746,CHUCK_10,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente,2
L00747,CHUCK_09,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00748,CHUCK_03,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00749,CHUCK_01,"Es normal tener esa inquietud, revisemos alternativas.",objecion,1,tibio,1
L00750,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L00751,CHUCK_01,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L00752,CHUCK_07,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00753,CHUCK_10,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00754,CHUCK_02,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L00755,CHUCK_06,Puedo guiarte para solucionar el problema ahora mismo.,soporte,1,frio,0
L00756,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00757,CHUCK_02,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00758,CHUCK_10,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L00759,CHUCK_03,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L00760,CHUCK_09,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00761,CHUCK_04,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00762,CHUCK_10,Te explico las caracteristicas principales del producto.,consulta_producto,1,tibio,1
L00763,CHUCK_04,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L00764,CHUCK_05,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00765,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio,1
L00766,CHUCK_07,Este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio,1
L00767,CHUCK_04,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00768,CHUCK_02,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00769,CHUCK_07,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio,1
L00770,CHUCK_02,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00771,CHUCK_10,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00772,CHUCK_06,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L00773,CHUCK_01,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L00774,CHUCK_03,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00775,CHUCK_03,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L00776,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00777,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00778,CHUCK_04,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L00779,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00780,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00781,CHUCK_06,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L00782,CHUCK_01,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00783,CHUCK_02,Quedo atento para continuar cuando te venga bien.,seguimiento,1,tibio,1
L00784,CHUCK_10,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00785,CHUCK_03,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00786,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00787,CHUCK_09,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L00788,CHUCK_01,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L00789,CHUCK_06,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00790,CHUCK_04,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L00791,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00792,CHUCK_04,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L00793,CHUCK_05,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00794,CHUCK_02,Te explico las caracteristicas principales del producto.,consulta_producto,1,tibio,1
L00795,CHUCK_04,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00796,CHUCK_02,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L00797,CHUCK_05,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L00798,CHUCK_07,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,1,tibio,1
L00799,CHUCK_08,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00800,CHUCK_04,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00801,CHUCK_06,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00802,CHUCK_10,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00803,CHUCK_03,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00804,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00805,CHUCK_10,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente,2
L00806,CHUCK_06,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00807,CHUCK_04,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00808,CHUCK_05,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00809,CHUCK_04,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00810,CHUCK_10,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L00811,CHUCK_04,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00812,CHUCK_10,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00813,CHUCK_03,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00814,CHUCK_06,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L00815,CHUCK_03,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L00816,CHUCK_09,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00817,CHUCK_01,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00818,CHUCK_02,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L00819,CHUCK_07,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente,2
L00820,CHUCK_05,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00821,CHUCK_05,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00822,CHUCK_03,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L00823,CHUCK_09,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00824,CHUCK_07,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00825,CHUCK_10,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00826,CHUCK_02,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00827,CHUCK_10,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00828,CHUCK_06,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L00829,CHUCK_06,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00830,CHUCK_09,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00831,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio,1
L00832,CHUCK_05,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00833,CHUCK_05,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L00834,CHUCK_04,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L00835,CHUCK_02,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00836,CHUCK_09,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L00837,CHUCK_06,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00838,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,1,tibio,1
L00839,CHUCK_02,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L00840,CHUCK_09,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00841,CHUCK_09,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00842,CHUCK_02,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00843,CHUCK_09,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00844,CHUCK_02,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L00845,CHUCK_09,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,1,frio,0
L00846,CHUCK_04,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio,1
L00847,CHUCK_07,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00848,CHUCK_10,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00849,CHUCK_03,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00850,CHUCK_04,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,1,tibio,1
L00851,CHUCK_08,"Hola, un gusto saludarte. En que te asesoro?",saludo,1,frio,0
L00852,CHUCK_02,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L00853,CHUCK_02,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L00854,CHUCK_03,Este producto incluye soporte y configuracion inicial.,consulta_producto,1,frio,0
L00855,CHUCK_10,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00856,CHUCK_02,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00857,CHUCK_05,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00858,CHUCK_03,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00859,CHUCK_06,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00860,CHUCK_10,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L00861,CHUCK_02,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00862,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L00863,CHUCK_02,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00864,CHUCK_06,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L00865,CHUCK_08,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00866,CHUCK_09,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,1,frio,0
