lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase
L00510,CHUCK_03,retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio
L00511,CHUCK_10,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00512,CHUCK_09,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00513,CHUCK_10,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00514,CHUCK_02,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00515,CHUCK_08,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00516,CHUCK_02,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00517,CHUCK_03,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio
L00518,CHUCK_04,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00519,CHUCK_02,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L00520,CHUCK_01,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00521,CHUCK_01,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00522,CHUCK_01,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente
L00523,CHUCK_07,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00524,CHUCK_01,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00525,CHUCK_04,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00526,CHUCK_06,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L00527,CHUCK_03,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00528,CHUCK_06,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00529,CHUCK_02,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00530,CHUCK_08,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00531,CHUCK_06,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00532,CHUCK_02,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio
L00533,CHUCK_10,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00534,CHUCK_01,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L00535,CHUCK_03,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente
L00536,CHUCK_02,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00537,CHUCK_08,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00538,CHUCK_10,retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio
L00539,CHUCK_10,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L00540,CHUCK_05,te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio
L00541,CHUCK_06,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00542,CHUCK_09,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00543,CHUCK_10,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L00544,CHUCK_04,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00545,CHUCK_05,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00546,CHUCK_09,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio
L00547,CHUCK_09,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00548,CHUCK_09,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00549,CHUCK_06,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00550,CHUCK_02,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00551,CHUCK_07,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00552,CHUCK_03,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00553,CHUCK_09,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L00554,CHUCK_08,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00555,CHUCK_06,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00556,CHUCK_06,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00557,CHUCK_01,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L00558,CHUCK_08,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00559,CHUCK_04,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00560,CHUCK_02,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio
L00561,CHUCK_02,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00562,CHUCK_10,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00563,CHUCK_08,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00564,CHUCK_05,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00565,CHUCK_07,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00566,CHUCK_01,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00567,CHUCK_08,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00568,CHUCK_08,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00569,CHUCK_08,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00570,CHUCK_10,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00571,CHUCK_02,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00572,CHUCK_06,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00573,CHUCK_04,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00574,CHUCK_03,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,tibio
L00575,CHUCK_04,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00576,CHUCK_08,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L00577,CHUCK_07,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00578,CHUCK_06,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00579,CHUCK_04,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00580,CHUCK_07,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00581,CHUCK_08,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00582,CHUCK_01,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L00583,CHUCK_05,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00584,CHUCK_04,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00585,CHUCK_02,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00586,CHUCK_01,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00587,CHUCK_03,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L00588,CHUCK_06,te explico las caracteristicas principales del producto.,consulta_producto,1,tibio
L00589,CHUCK_08,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00590,CHUCK_09,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio
L00591,CHUCK_01,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00592,CHUCK_04,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00593,CHUCK_03,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L00594,CHUCK_04,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00595,CHUCK_07,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00596,CHUCK_02,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00597,CHUCK_08,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio
L00598,CHUCK_10,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio
L00599,CHUCK_02,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00600,CHUCK_04,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio
L00601,CHUCK_08,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00602,CHUCK_05,podemos resolver esa objecion con una opcion mas flexible.,objecion,1,tibio
L00603,CHUCK_04,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00604,CHUCK_07,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00605,CHUCK_05,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00606,CHUCK_04,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00607,CHUCK_01,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L00608,CHUCK_06,este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio
L00609,CHUCK_01,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00610,CHUCK_10,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00611,CHUCK_09,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00612,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio
L00613,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00614,CHUCK_05,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00615,CHUCK_10,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L00616,CHUCK_05,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00617,CHUCK_03,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00618,CHUCK_01,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00619,CHUCK_08,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00620,CHUCK_07,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00621,CHUCK_07,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00622,CHUCK_07,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L00623,CHUCK_06,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L00624,CHUCK_08,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00625,CHUCK_06,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente
L00626,CHUCK_04,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00627,CHUCK_04,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente
L00628,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio
L00629,CHUCK_07,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L00630,CHUCK_09,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00631,CHUCK_10,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00632,CHUCK_02,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00633,CHUCK_07,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00634,CHUCK_04,"si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente
L00635,CHUCK_07,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00636,CHUCK_01,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00637,CHUCK_10,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00638,CHUCK_06,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00639,CHUCK_02,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L00640,CHUCK_04,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00641,CHUCK_09,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00642,CHUCK_05,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00643,CHUCK_07,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00644,CHUCK_10,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00645,CHUCK_04,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00646,CHUCK_04,te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio
L00647,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00648,CHUCK_04,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00649,CHUCK_02,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00650,CHUCK_01,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00651,CHUCK_02,te ayudo con soporte tecnico paso a paso.,soporte,1,frio
L00652,CHUCK_06,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente
L00653,CHUCK_09,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00654,CHUCK_03,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00655,CHUCK_05,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00656,CHUCK_06,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00657,CHUCK_03,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00658,CHUCK_03,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L00659,CHUCK_03,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00660,CHUCK_03,te escribo para dar seguimiento a tu interes.,seguimiento,1,tibio
L00661,CHUCK_04,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L00662,CHUCK_10,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00663,CHUCK_10,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00664,CHUCK_04,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00665,CHUCK_02,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00666,CHUCK_07,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L00667,CHUCK_03,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00668,CHUCK_08,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00669,CHUCK_04,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00670,CHUCK_05,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00671,CHUCK_08,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00672,CHUCK_04,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00673,CHUCK_05,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00674,CHUCK_08,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00675,CHUCK_03,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente
L00676,CHUCK_02,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00677,CHUCK_07,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio
L00678,CHUCK_08,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00679,CHUCK_03,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00680,CHUCK_08,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,1,frio
L00681,CHUCK_06,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00682,CHUCK_07,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00683,CHUCK_03,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00684,CHUCK_01,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L00685,CHUCK_08,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L00686,CHUCK_07,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00687,CHUCK_10,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00688,CHUCK_07,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00689,CHUCK_07,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00690,CHUCK_07,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00691,CHUCK_02,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00692,CHUCK_08,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00693,CHUCK_03,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00694,CHUCK_03,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00695,CHUCK_05,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00696,CHUCK_01,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L00697,CHUCK_06,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L00698,CHUCK_08,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio
L00699,CHUCK_07,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00700,CHUCK_09,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00701,CHUCK_10,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,caliente
L00702,CHUCK_08,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00703,CHUCK_08,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00704,CHUCK_05,te escribo para dar seguimiento a tu interes.,seguimiento,1,tibio
L00705,CHUCK_04,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L00706,CHUCK_10,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00707,CHUCK_04,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00708,CHUCK_05,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00709,CHUCK_08,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente
L00710,CHUCK_02,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00711,CHUCK_03,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L00712,CHUCK_05,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00713,CHUCK_07,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L00714,CHUCK_10,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00715,CHUCK_08,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00716,CHUCK_02,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00717,CHUCK_07,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00718,CHUCK_04,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00719,CHUCK_09,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00720,CHUCK_03,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,1,tibio
L00721,CHUCK_02,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00722,CHUCK_07,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00723,CHUCK_10,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00724,CHUCK_08,te comparto los beneficios para tu caso de uso.,consulta_producto,1,frio
L00725,CHUCK_08,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00726,CHUCK_09,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L00727,CHUCK_10,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00728,CHUCK_04,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00729,CHUCK_09,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L00730,CHUCK_03,"si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente
L00731,CHUCK_02,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00732,CHUCK_04,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00733,CHUCK_06,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00734,CHUCK_06,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00735,CHUCK_03,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio
L00736,CHUCK_10,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00737,CHUCK_09,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L00738,CHUCK_09,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,1,frio
L00739,CHUCK_06,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00740,CHUCK_09,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00741,CHUCK_03,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00742,CHUCK_02,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00743,CHUCK_07,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00744,CHUCK_01,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00745,CHUCK_08,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00746,CHUCK_10,"si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente
L00747,CHUCK_09,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00748,CHUCK_03,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00749,CHUCK_01,"es normal tener esa inquietud, revisemos alternativas.",objecion,1,tibio
L00750,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00751,CHUCK_01,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00752,CHUCK_07,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00753,CHUCK_10,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00754,CHUCK_02,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L00755,CHUCK_06,puedo guiarte para solucionar el problema ahora mismo.,soporte,1,frio
L00756,CHUCK_06,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00757,CHUCK_02,te explico las caracteristicas principales del producto.,consulta_producto,0,frio
L00758,CHUCK_10,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00759,CHUCK_03,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00760,CHUCK_09,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00761,CHUCK_04,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00762,CHUCK_10,te explico las caracteristicas principales del producto.,consulta_producto,1,tibio
L00763,CHUCK_04,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00764,CHUCK_05,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00765,CHUCK_05,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio
L00766,CHUCK_07,este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio
L00767,CHUCK_04,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00768,CHUCK_02,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00769,CHUCK_07,te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio
L00770,CHUCK_02,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00771,CHUCK_10,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00772,CHUCK_06,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00773,CHUCK_01,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L00774,CHUCK_03,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00775,CHUCK_03,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L00776,CHUCK_04,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00777,CHUCK_06,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00778,CHUCK_04,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00779,CHUCK_07,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00780,CHUCK_04,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00781,CHUCK_06,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L00782,CHUCK_01,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00783,CHUCK_02,quedo atento para continuar cuando te venga bien.,seguimiento,1,tibio
L00784,CHUCK_10,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00785,CHUCK_03,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00786,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00787,CHUCK_09,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L00788,CHUCK_01,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00789,CHUCK_06,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00790,CHUCK_04,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00791,CHUCK_07,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00792,CHUCK_04,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00793,CHUCK_05,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00794,CHUCK_02,te explico las caracteristicas principales del producto.,consulta_producto,1,tibio
L00795,CHUCK_04,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00796,CHUCK_02,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L00797,CHUCK_05,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente
L00798,CHUCK_07,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,1,tibio
L00799,CHUCK_08,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00800,CHUCK_04,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00801,CHUCK_06,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00802,CHUCK_10,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00803,CHUCK_03,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00804,CHUCK_09,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00805,CHUCK_10,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente
L00806,CHUCK_06,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00807,CHUCK_04,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00808,CHUCK_05,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00809,CHUCK_04,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00810,CHUCK_10,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente
L00811,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00812,CHUCK_10,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00813,CHUCK_03,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00814,CHUCK_06,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L00815,CHUCK_03,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L00816,CHUCK_09,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
